task,split,hf_subset,GritLM/GritLM-7B(13f00a0e36500c80ce12870ea513846a066004af),intfloat/multilingual-e5-base(d13f1b27baf31030b7fd040960d60d909913633f),intfloat/multilingual-e5-large(4dc6d853a804b9c8886ede6dda8a073b7dc08a81),intfloat/multilingual-e5-large-instruct(baa7be480a7de1539afce709c8f13f833a510e0a),intfloat/multilingual-e5-small(e4ce9877abf3edfe10b0d82785e83bdcb973e22e),sentence-transformers/LaBSE(e34fab64a3011d2176c99545a93d5cbddc9a91b7),sentence-transformers/all-MiniLM-L12-v2(a05860a77cef7b37e0048a7864658139bc18a854),sentence-transformers/all-MiniLM-L12-v2(no_revision_available),sentence-transformers/all-MiniLM-L6-v2(8b3219a92973c328a8e22fadcfa821b5dc75636a),sentence-transformers/all-mpnet-base-v2(84f2bcc00d77236f9e89c8a360a00fb1139bf47d),sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2(bf3bf13ab40c3157080a7ab344c831b9ad18b5eb),sentence-transformers/paraphrase-multilingual-mpnet-base-v2(79f2382ceacceacdf38563d7c5d16b9ff8d725d6)
BibleNLPBitextMining,train,eng_Latn-guh_Latn,,,,,,,1.3,,1.3,0.4,0.5,0.6
BibleNLPBitextMining,train,eng_Latn-gui_Latn,,,,,,,1.2,,0.5,0.7,1.9,1.4
BibleNLPBitextMining,train,eng_Latn-guj_Gujr,,,,,,,1.1,,1.3,0.3,24.3,38.3
BibleNLPBitextMining,train,eng_Latn-gul_Latn,,,,,,,30.0,,26.4,25.3,15.6,20.7
BibleNLPBitextMining,train,eng_Latn-gum_Latn,,,,,,,1.8,,2.3,0.6,1.0,0.8
BibleNLPBitextMining,train,eng_Latn-gun_Latn,,,,,,,0.6,,1.4,0.9,1.0,1.5
BibleNLPBitextMining,train,eng_Latn-guo_Latn,,,,,,,1.3,,0.6,0.9,0.5,0.9
BibleNLPBitextMining,train,eng_Latn-gup_Latn,,,,,,,7.0,,4.2,7.1,5.2,3.9
BibleNLPBitextMining,train,eng_Latn-gux_Latn,,,,,,,0.7,,1.1,1.2,0.9,1.5
BibleNLPBitextMining,train,eng_Latn-gvc_Latn,,,,,,,0.7,,0.3,1.2,0.3,0.8
BibleNLPBitextMining,train,eng_Latn-gvf_Latn,,,,,,,1.1,,0.4,0.9,1.1,0.5
BibleNLPBitextMining,train,eng_Latn-gvn_Latn,,,,,,,7.5,,5.2,4.2,3.3,2.3
BibleNLPBitextMining,train,eng_Latn-gvs_Latn,,,,,,,2.0,,1.7,0.5,0.4,0.4
BibleNLPBitextMining,train,eng_Latn-gwi_Latn,,,,,,,5.1,,5.3,3.1,2.6,4.4
BibleNLPBitextMining,train,eng_Latn-gym_Latn,,,,,,,2.1,,1.3,1.9,0.6,1.6
BibleNLPBitextMining,train,eng_Latn-gyr_Latn,,,,,,,1.3,,1.7,0.7,2.0,0.7
BibleNLPBitextMining,train,eng_Latn-hat_Latn,,,,,,,2.3,,1.7,2.0,3.2,2.2
BibleNLPBitextMining,train,eng_Latn-hau_Latn,,,,,,,1.1,,1.6,0.2,1.4,0.9
BibleNLPBitextMining,train,eng_Latn-haw_Latn,,,,,,,2.0,,1.5,1.0,0.3,0.3
BibleNLPBitextMining,train,eng_Latn-hbo_Hebr,,,,,,,0.4,,0.7,0.7,2.0,4.0
BibleNLPBitextMining,train,eng_Latn-hch_Latn,,,,,,,0.7,,0.5,1.2,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-heb_Hebr,,,,,,,0.0,,0.1,0.4,79.5,86.1
BibleNLPBitextMining,train,eng_Latn-heg_Latn,,,,,,,1.6,,1.8,1.5,2.8,1.5
BibleNLPBitextMining,train,eng_Latn-hin_Deva,,,,,,,0.3,,0.4,0.4,94.0,92.5
BibleNLPBitextMining,train,eng_Latn-hix_Latn,,,,,,,0.6,,0.0,0.5,0.4,0.0
BibleNLPBitextMining,train,eng_Latn-hla_Latn,,,,,,,1.0,,2.0,0.7,3.0,1.4
BibleNLPBitextMining,train,eng_Latn-hlt_Latn,,,,,,,2.9,,1.9,1.1,0.9,0.9
BibleNLPBitextMining,train,eng_Latn-hmo_Latn,,,,,,,3.2,,1.3,1.1,2.1,1.6
BibleNLPBitextMining,train,eng_Latn-hns_Latn,,,,,,,1.1,,0.6,1.4,1.1,0.3
BibleNLPBitextMining,train,eng_Latn-hop_Latn,,,,,,,3.6,,5.1,5.2,3.4,4.2
BibleNLPBitextMining,train,eng_Latn-hot_Latn,,,,,,,0.6,,0.6,0.2,0.3,0.4
BibleNLPBitextMining,train,eng_Latn-hrv_Latn,,,,,,,1.9,,0.5,1.4,90.9,92.1
BibleNLPBitextMining,train,eng_Latn-hto_Latn,,,,,,,0.8,,1.1,0.9,2.0,2.5
BibleNLPBitextMining,train,eng_Latn-hub_Latn,,,,,,,1.2,,1.5,0.4,0.6,0.2
BibleNLPBitextMining,train,eng_Latn-hui_Latn,,,,,,,0.8,,0.3,0.9,0.0,0.9
BibleNLPBitextMining,train,eng_Latn-hun_Latn,,,,,,,2.3,,2.0,1.8,92.4,96.0
BibleNLPBitextMining,train,eng_Latn-hus_Latn,,,,,,,0.2,,0.8,0.2,1.2,1.1
BibleNLPBitextMining,train,eng_Latn-huu_Latn,,,,,,,2.0,,1.7,0.9,3.6,2.7
BibleNLPBitextMining,train,eng_Latn-huv_Latn,,,,,,,1.9,,1.3,0.5,1.4,2.0
BibleNLPBitextMining,train,eng_Latn-hvn_Latn,,,,,,,1.3,,3.8,0.9,1.4,4.1
BibleNLPBitextMining,train,eng_Latn-ian_Latn,,,,,,,0.2,,0.1,0.1,1.2,0.5
BibleNLPBitextMining,train,eng_Latn-ign_Latn,,,,,,,1.1,,0.6,1.0,1.0,0.8
BibleNLPBitextMining,train,eng_Latn-ikk_Latn,,,,,,,0.5,,0.6,0.4,0.3,1.3
BibleNLPBitextMining,train,eng_Latn-ikw_Latn,,,,,,,0.9,,0.2,0.4,0.2,0.2
BibleNLPBitextMining,train,eng_Latn-ilo_Latn,,,,,,,1.2,,1.1,0.4,1.7,2.1
BibleNLPBitextMining,train,eng_Latn-imo_Latn,,,,,,,0.6,,0.7,0.3,0.0,0.8
BibleNLPBitextMining,train,eng_Latn-inb_Latn,,,,,,,1.2,,0.5,1.0,2.1,0.7
BibleNLPBitextMining,train,eng_Latn-ind_Latn,,,,,,,1.9,,2.0,1.7,92.2,92.8
BibleNLPBitextMining,train,eng_Latn-ino_Latn,,,,,,,0.0,,0.3,0.2,0.0,0.1
BibleNLPBitextMining,train,eng_Latn-iou_Latn,,,,,,,0.7,,0.5,0.6,0.6,0.2
BibleNLPBitextMining,train,eng_Latn-ipi_Latn,,,,,,,0.3,,0.4,0.6,0.1,0.2
BibleNLPBitextMining,train,eng_Latn-isn_Latn,,,,,,,0.7,,0.2,1.6,1.7,0.7
BibleNLPBitextMining,train,eng_Latn-ita_Latn,,,,,,,6.5,,5.8,9.2,97.4,96.9
BibleNLPBitextMining,train,eng_Latn-iws_Latn,,,,,,,1.0,,0.6,0.0,0.4,0.4
BibleNLPBitextMining,train,eng_Latn-ixl_Latn,,,,,,,1.1,,0.5,0.5,0.7,1.6
BibleNLPBitextMining,train,eng_Latn-jac_Latn,,,,,,,1.5,,1.7,0.9,1.4,1.5
BibleNLPBitextMining,train,eng_Latn-jae_Latn,,,,,,,1.6,,1.2,1.5,1.3,1.5
BibleNLPBitextMining,train,eng_Latn-jao_Latn,,,,,,,1.7,,1.2,2.1,1.7,0.0
BibleNLPBitextMining,train,eng_Latn-jic_Latn,,,,,,,1.7,,1.5,0.5,0.7,1.9
BibleNLPBitextMining,train,eng_Latn-jid_Latn,,,,,,,1.8,,2.6,2.0,0.5,1.0
BibleNLPBitextMining,train,eng_Latn-jiv_Latn,,,,,,,0.5,,0.4,0.5,0.3,0.3
BibleNLPBitextMining,train,eng_Latn-jni_Latn,,,,,,,0.9,,1.1,0.7,0.2,0.8
BibleNLPBitextMining,train,eng_Latn-jpn_Jpan,,,,,,,2.8,,3.5,2.0,92.4,95.1
BibleNLPBitextMining,train,eng_Latn-jvn_Latn,,,,,,,1.6,,0.4,1.1,2.9,6.5
BibleNLPBitextMining,train,eng_Latn-kan_Knda,,,,,,,0.3,,0.3,0.7,1.6,34.5
BibleNLPBitextMining,train,eng_Latn-kaq_Latn,,,,,,,2.0,,2.0,0.6,0.3,0.9
BibleNLPBitextMining,train,eng_Latn-kbc_Latn,,,,,,,0.6,,1.0,0.9,1.1,1.4
BibleNLPBitextMining,train,eng_Latn-kbh_Latn,,,,,,,1.5,,1.0,0.3,2.1,2.1
BibleNLPBitextMining,train,eng_Latn-kbm_Latn,,,,,,,2.1,,0.8,0.1,0.9,0.4
BibleNLPBitextMining,train,eng_Latn-kbq_Latn,,,,,,,1.6,,0.4,1.6,0.8,2.2
BibleNLPBitextMining,train,eng_Latn-kdc_Latn,,,,,,,0.3,,0.7,0.6,0.7,1.5
BibleNLPBitextMining,train,eng_Latn-kde_Latn,,,,,,,0.6,,0.8,0.7,0.7,1.4
BibleNLPBitextMining,train,eng_Latn-kdl_Latn,,,,,,,1.0,,0.5,0.8,0.4,0.7
BibleNLPBitextMining,train,eng_Latn-kek_Latn,,,,,,,2.0,,1.3,0.6,0.2,2.0
BibleNLPBitextMining,train,eng_Latn-ken_Latn,,,,,,,0.3,,1.1,0.5,0.2,0.8
BibleNLPBitextMining,train,eng_Latn-kew_Latn,,,,,,,2.1,,0.9,0.4,1.1,1.3
BibleNLPBitextMining,train,eng_Latn-kgf_Latn,,,,,,,1.2,,0.4,1.1,1.2,0.8
BibleNLPBitextMining,train,eng_Latn-kgk_Latn,,,,,,,1.2,,0.6,0.7,0.3,1.1
BibleNLPBitextMining,train,eng_Latn-kgp_Latn,,,,,,,1.0,,0.5,2.0,1.7,3.1
BibleNLPBitextMining,train,eng_Latn-khs_Latn,,,,,,,0.5,,0.4,0.8,0.4,0.0
BibleNLPBitextMining,train,eng_Latn-khz_Latn,,,,,,,0.7,,1.5,1.9,2.0,0.9
BibleNLPBitextMining,train,eng_Latn-kik_Latn,,,,,,,1.5,,0.3,1.5,2.2,1.8
BibleNLPBitextMining,train,eng_Latn-kiw_Latn,,,,,,,4.0,,3.9,5.1,2.8,0.3
BibleNLPBitextMining,train,eng_Latn-kiz_Latn,,,,,,,2.9,,1.6,1.0,1.7,1.9
BibleNLPBitextMining,train,eng_Latn-kje_Latn,,,,,,,1.1,,0.7,1.1,2.4,1.9
BibleNLPBitextMining,train,eng_Latn-kjs_Latn,,,,,,,1.1,,1.2,0.7,0.6,0.3
BibleNLPBitextMining,train,eng_Latn-kkc_Latn,,,,,,,0.8,,0.7,0.2,1.0,0.6
BibleNLPBitextMining,train,eng_Latn-kkl_Latn,,,,,,,3.0,,1.0,2.2,2.3,1.0
BibleNLPBitextMining,train,eng_Latn-klt_Latn,,,,,,,2.2,,0.8,1.2,1.9,1.1
BibleNLPBitextMining,train,eng_Latn-klv_Latn,,,,,,,0.6,,0.7,0.5,1.5,0.4
BibleNLPBitextMining,train,eng_Latn-kmg_Latn,,,,,,,1.5,,0.3,0.1,0.2,1.7
BibleNLPBitextMining,train,eng_Latn-kmh_Latn,,,,,,,0.7,,0.4,0.9,1.1,0.7
BibleNLPBitextMining,train,eng_Latn-kmk_Latn,,,,,,,1.2,,0.9,1.4,2.9,2.1
BibleNLPBitextMining,train,eng_Latn-kmo_Latn,,,,,,,2.4,,1.2,0.8,1.1,1.7
BibleNLPBitextMining,train,eng_Latn-kms_Latn,,,,,,,1.7,,0.5,1.4,1.0,0.6
BibleNLPBitextMining,train,eng_Latn-kmu_Latn,,,,,,,0.6,,0.1,0.0,0.0,0.4
BibleNLPBitextMining,train,eng_Latn-kne_Latn,,,,,,,2.9,,2.2,2.2,2.1,1.6
BibleNLPBitextMining,train,eng_Latn-knf_Latn,,,,,,,0.4,,1.0,0.5,1.2,0.9
BibleNLPBitextMining,train,eng_Latn-knj_Latn,,,,,,,0.4,,0.8,1.3,0.6,1.3
BibleNLPBitextMining,train,eng_Latn-knv_Latn,,,,,,,0.5,,0.6,0.4,0.2,0.0
BibleNLPBitextMining,train,eng_Latn-kos_Latn,,,,,,,6.8,,6.5,4.1,5.3,2.7
BibleNLPBitextMining,train,eng_Latn-kpf_Latn,,,,,,,0.7,,0.5,1.8,1.2,1.3
BibleNLPBitextMining,train,eng_Latn-kpg_Latn,,,,,,,6.3,,6.4,4.9,3.3,2.6
BibleNLPBitextMining,train,eng_Latn-kpj_Latn,,,,,,,0.6,,1.4,1.3,0.7,1.0
BibleNLPBitextMining,train,eng_Latn-kpr_Latn,,,,,,,1.9,,3.4,3.4,1.3,3.1
BibleNLPBitextMining,train,eng_Latn-kpw_Latn,,,,,,,1.5,,0.8,1.0,0.4,0.9
BibleNLPBitextMining,train,eng_Latn-kpx_Latn,,,,,,,0.1,,0.1,0.2,1.9,0.4
BibleNLPBitextMining,train,eng_Latn-kqa_Latn,,,,,,,2.8,,2.4,4.0,2.6,4.3
BibleNLPBitextMining,train,eng_Latn-kqc_Latn,,,,,,,5.1,,4.4,4.6,3.4,2.7
BibleNLPBitextMining,train,eng_Latn-kqf_Latn,,,,,,,2.6,,1.2,2.1,3.2,1.3
BibleNLPBitextMining,train,eng_Latn-kql_Latn,,,,,,,1.8,,1.2,1.2,3.0,5.5
BibleNLPBitextMining,train,eng_Latn-kqw_Latn,,,,,,,1.6,,1.2,1.1,2.1,1.3
BibleNLPBitextMining,train,eng_Latn-ksd_Latn,,,,,,,1.6,,0.2,1.8,3.4,2.4
BibleNLPBitextMining,train,eng_Latn-ksj_Latn,,,,,,,1.9,,1.0,0.9,3.3,2.2
BibleNLPBitextMining,train,eng_Latn-ksr_Latn,,,,,,,1.4,,0.4,0.6,1.0,1.1
BibleNLPBitextMining,train,eng_Latn-ktm_Latn,,,,,,,5.9,,3.0,0.6,5.5,5.6
BibleNLPBitextMining,train,eng_Latn-kto_Latn,,,,,,,1.6,,2.3,0.5,2.6,1.1
BibleNLPBitextMining,train,eng_Latn-kud_Latn,,,,,,,0.8,,0.8,0.9,0.3,0.3
BibleNLPBitextMining,train,eng_Latn-kue_Latn,,,,,,,3.3,,1.0,1.3,3.7,0.7
BibleNLPBitextMining,train,eng_Latn-kup_Latn,,,,,,,0.0,,0.1,1.2,0.4,0.4
BibleNLPBitextMining,train,eng_Latn-kvg_Latn,,,,,,,1.2,,1.0,0.7,0.2,0.9
BibleNLPBitextMining,train,eng_Latn-kvn_Latn,,,,,,,1.3,,1.3,1.4,0.3,1.2
BibleNLPBitextMining,train,eng_Latn-kwd_Latn,,,,,,,0.5,,1.3,0.1,0.1,0.1
BibleNLPBitextMining,train,eng_Latn-kwf_Latn,,,,,,,3.3,,2.8,1.9,0.3,2.2
BibleNLPBitextMining,train,eng_Latn-kwi_Latn,,,,,,,2.0,,1.4,0.4,0.6,0.8
BibleNLPBitextMining,train,eng_Latn-kwj_Latn,,,,,,,1.5,,1.4,0.7,0.5,0.5
BibleNLPBitextMining,train,eng_Latn-kyc_Latn,,,,,,,0.8,,0.5,0.5,0.0,0.2
BibleNLPBitextMining,train,eng_Latn-kyf_Latn,,,,,,,0.1,,0.0,0.4,0.4,0.3
BibleNLPBitextMining,train,eng_Latn-kyg_Latn,,,,,,,0.6,,0.0,0.5,1.0,0.8
BibleNLPBitextMining,train,eng_Latn-kyq_Latn,,,,,,,1.4,,0.5,0.9,0.9,1.2
BibleNLPBitextMining,train,eng_Latn-kyz_Latn,,,,,,,0.4,,0.3,0.9,0.4,0.4
BibleNLPBitextMining,train,eng_Latn-kze_Latn,,,,,,,0.5,,0.2,0.4,0.1,0.4
BibleNLPBitextMining,train,eng_Latn-lac_Latn,,,,,,,1.2,,0.6,1.0,0.1,2.0
BibleNLPBitextMining,train,eng_Latn-lat_Latn,,,,,,,20.0,,16.9,13.5,21.9,21.8
BibleNLPBitextMining,train,eng_Latn-lbb_Latn,,,,,,,0.9,,1.4,1.7,2.7,2.2
BibleNLPBitextMining,train,eng_Latn-lbk_Latn,,,,,,,1.6,,1.5,0.7,0.8,1.1
BibleNLPBitextMining,train,eng_Latn-lcm_Latn,,,,,,,1.1,,1.5,0.7,1.4,0.7
BibleNLPBitextMining,train,eng_Latn-leu_Latn,,,,,,,0.6,,0.9,0.6,1.1,0.6
BibleNLPBitextMining,train,eng_Latn-lex_Latn,,,,,,,1.3,,1.5,2.1,1.5,1.5
BibleNLPBitextMining,train,eng_Latn-lgl_Latn,,,,,,,2.5,,3.2,2.3,1.3,1.9
BibleNLPBitextMining,train,eng_Latn-lid_Latn,,,,,,,2.0,,0.5,0.9,0.2,0.8
BibleNLPBitextMining,train,eng_Latn-lif_Deva,,,,,,,0.2,,0.3,0.0,0.0,0.5
BibleNLPBitextMining,train,eng_Latn-lin_Latn,,,,,,,0.4,,1.1,1.6,2.5,0.8
BibleNLPBitextMining,train,eng_Latn-lit_Latn,,,,,,,0.8,,1.3,0.4,93.5,96.9
BibleNLPBitextMining,train,eng_Latn-llg_Latn,,,,,,,0.1,,0.7,0.4,1.5,2.1
BibleNLPBitextMining,train,eng_Latn-lug_Latn,,,,,,,0.9,,0.3,0.6,0.0,0.4
BibleNLPBitextMining,train,eng_Latn-luo_Latn,,,,,,,1.3,,0.6,1.3,1.5,1.6
BibleNLPBitextMining,train,eng_Latn-lww_Latn,,,,,,,0.8,,0.5,0.2,0.2,0.3
BibleNLPBitextMining,train,eng_Latn-maa_Latn,,,,,,,1.5,,0.6,0.5,0.6,2.2
BibleNLPBitextMining,train,eng_Latn-maj_Latn,,,,,,,1.7,,1.0,0.7,0.6,0.8
BibleNLPBitextMining,train,eng_Latn-mal_Mlym,,,,,,,0.4,,1.0,1.3,2.0,65.8
BibleNLPBitextMining,train,eng_Latn-mam_Latn,,,,,,,0.4,,0.9,0.6,1.7,1.7
BibleNLPBitextMining,train,eng_Latn-maq_Latn,,,,,,,1.7,,0.4,0.2,0.5,2.2
BibleNLPBitextMining,train,eng_Latn-mar_Deva,,,,,,,0.4,,0.2,0.2,39.3,36.9
BibleNLPBitextMining,train,eng_Latn-mau_Latn,,,,,,,0.8,,1.6,0.5,0.8,2.1
BibleNLPBitextMining,train,eng_Latn-mav_Latn,,,,,,,1.8,,0.7,0.6,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-maz_Latn,,,,,,,4.0,,2.3,0.4,1.8,2.7
BibleNLPBitextMining,train,eng_Latn-mbb_Latn,,,,,,,3.1,,3.2,2.7,6.4,5.7
BibleNLPBitextMining,train,eng_Latn-mbc_Latn,,,,,,,1.3,,0.5,0.7,0.8,1.1
BibleNLPBitextMining,train,eng_Latn-mbh_Latn,,,,,,,1.4,,1.3,1.2,1.5,1.8
BibleNLPBitextMining,train,eng_Latn-mbj_Latn,,,,,,,0.8,,0.5,0.1,0.4,0.8
BibleNLPBitextMining,train,eng_Latn-mbl_Latn,,,,,,,0.5,,0.1,0.0,0.1,0.6
BibleNLPBitextMining,train,eng_Latn-mbs_Latn,,,,,,,1.0,,1.1,0.6,1.6,1.6
BibleNLPBitextMining,train,eng_Latn-mbt_Latn,,,,,,,0.3,,0.3,0.6,1.9,2.2
BibleNLPBitextMining,train,eng_Latn-mca_Latn,,,,,,,1.4,,1.3,0.6,2.0,2.8
BibleNLPBitextMining,train,eng_Latn-mcb_Latn,,,,,,,0.4,,0.2,0.7,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-mcd_Latn,,,,,,,0.2,,0.6,1.1,0.1,0.5
BibleNLPBitextMining,train,eng_Latn-mcf_Latn,,,,,,,0.7,,0.6,0.0,0.1,0.0
BibleNLPBitextMining,train,eng_Latn-mco_Latn,,,,,,,0.8,,0.8,0.3,1.4,1.5
BibleNLPBitextMining,train,eng_Latn-mcp_Latn,,,,,,,0.8,,1.8,0.4,1.3,1.3
BibleNLPBitextMining,train,eng_Latn-mcq_Latn,,,,,,,0.5,,0.4,0.2,0.5,1.0
BibleNLPBitextMining,train,eng_Latn-mcr_Latn,,,,,,,1.2,,1.4,0.5,1.4,0.9
BibleNLPBitextMining,train,eng_Latn-mdy_Latn,,,,,,,0.5,,0.2,0.1,0.3,0.0
BibleNLPBitextMining,train,eng_Latn-med_Latn,,,,,,,0.6,,0.4,0.8,1.2,0.2
BibleNLPBitextMining,train,eng_Latn-mee_Latn,,,,,,,0.4,,1.1,0.8,0.2,0.2
BibleNLPBitextMining,train,eng_Latn-mek_Latn,,,,,,,1.9,,1.5,1.5,1.4,1.4
BibleNLPBitextMining,train,eng_Latn-meq_Latn,,,,,,,1.8,,1.4,0.6,0.8,0.4
BibleNLPBitextMining,train,eng_Latn-met_Latn,,,,,,,1.1,,0.1,0.1,0.8,1.0
BibleNLPBitextMining,train,eng_Latn-meu_Latn,,,,,,,1.4,,1.2,2.8,2.7,2.7
BibleNLPBitextMining,train,eng_Latn-mgc_Latn,,,,,,,1.7,,1.7,1.8,0.5,2.6
BibleNLPBitextMining,train,eng_Latn-mgh_Latn,,,,,,,0.9,,0.5,0.3,0.2,0.4
BibleNLPBitextMining,train,eng_Latn-mgw_Latn,,,,,,,2.5,,1.9,2.7,1.3,1.7
BibleNLPBitextMining,train,eng_Latn-mhl_Latn,,,,,,,0.6,,1.1,0.6,0.8,0.1
BibleNLPBitextMining,train,eng_Latn-mib_Latn,,,,,,,1.0,,2.2,0.8,2.2,2.1
BibleNLPBitextMining,train,eng_Latn-mic_Latn,,,,,,,0.4,,0.2,0.1,0.5,0.6
BibleNLPBitextMining,train,eng_Latn-mie_Latn,,,,,,,1.3,,1.3,0.5,1.3,1.0
BibleNLPBitextMining,train,eng_Latn-mig_Latn,,,,,,,1.1,,0.4,0.5,2.4,2.9
BibleNLPBitextMining,train,eng_Latn-mih_Latn,,,,,,,1.9,,0.9,0.5,1.8,3.0
BibleNLPBitextMining,train,eng_Latn-mil_Latn,,,,,,,1.3,,1.5,0.3,0.4,0.8
BibleNLPBitextMining,train,eng_Latn-mio_Latn,,,,,,,1.0,,1.4,0.1,0.0,1.3
BibleNLPBitextMining,train,eng_Latn-mir_Latn,,,,,,,0.7,,2.2,0.9,0.4,1.8
BibleNLPBitextMining,train,eng_Latn-mit_Latn,,,,,,,0.9,,0.8,0.6,0.7,1.6
BibleNLPBitextMining,train,eng_Latn-miz_Latn,,,,,,,1.1,,0.2,0.6,0.8,0.8
BibleNLPBitextMining,train,eng_Latn-mjc_Latn,,,,,,,1.8,,0.7,0.6,0.3,1.4
BibleNLPBitextMining,train,eng_Latn-mkj_Latn,,,,,,,5.4,,4.2,7.2,7.3,5.7
BibleNLPBitextMining,train,eng_Latn-mkl_Latn,,,,,,,1.1,,1.6,0.4,0.6,0.9
BibleNLPBitextMining,train,eng_Latn-mkn_Latn,,,,,,,0.8,,1.3,2.2,17.7,20.9
BibleNLPBitextMining,train,eng_Latn-mks_Latn,,,,,,,1.2,,0.3,0.5,1.5,4.0
BibleNLPBitextMining,train,eng_Latn-mle_Latn,,,,,,,0.0,,0.4,0.9,0.0,0.0
BibleNLPBitextMining,train,eng_Latn-mlh_Latn,,,,,,,0.6,,1.1,0.6,0.8,0.1
BibleNLPBitextMining,train,eng_Latn-mlp_Latn,,,,,,,1.2,,0.9,1.0,0.3,0.5
BibleNLPBitextMining,train,eng_Latn-mmo_Latn,,,,,,,0.5,,0.6,0.8,0.7,1.1
BibleNLPBitextMining,train,eng_Latn-mmx_Latn,,,,,,,0.7,,0.7,1.7,1.2,1.2
BibleNLPBitextMining,train,eng_Latn-mna_Latn,,,,,,,1.8,,1.2,1.4,0.5,1.0
BibleNLPBitextMining,train,eng_Latn-mop_Latn,,,,,,,1.1,,0.6,0.9,2.3,1.4
BibleNLPBitextMining,train,eng_Latn-mox_Latn,,,,,,,0.9,,0.9,0.8,1.0,0.8
BibleNLPBitextMining,train,eng_Latn-mph_Latn,,,,,,,6.4,,5.0,7.3,7.6,3.2
BibleNLPBitextMining,train,eng_Latn-mpj_Latn,,,,,,,0.1,,0.1,0.1,0.5,0.0
BibleNLPBitextMining,train,eng_Latn-mpm_Latn,,,,,,,2.7,,1.3,0.8,0.5,1.3
BibleNLPBitextMining,train,eng_Latn-mpp_Latn,,,,,,,1.1,,0.8,1.0,1.0,0.8
BibleNLPBitextMining,train,eng_Latn-mps_Latn,,,,,,,1.4,,1.2,0.9,0.9,0.9
BibleNLPBitextMining,train,eng_Latn-mpt_Latn,,,,,,,0.4,,0.3,0.0,0.4,0.5
BibleNLPBitextMining,train,eng_Latn-mpx_Latn,,,,,,,2.5,,1.7,1.7,0.9,1.1
BibleNLPBitextMining,train,eng_Latn-mqb_Latn,,,,,,,1.2,,0.6,0.8,0.1,1.9
BibleNLPBitextMining,train,eng_Latn-mqj_Latn,,,,,,,1.3,,0.3,1.5,3.4,2.3
BibleNLPBitextMining,train,eng_Latn-msb_Latn,,,,,,,2.0,,1.2,1.6,3.6,1.7
BibleNLPBitextMining,train,eng_Latn-msc_Latn,,,,,,,3.3,,2.3,1.9,3.5,2.1
BibleNLPBitextMining,train,eng_Latn-msk_Latn,,,,,,,0.5,,0.6,1.1,1.7,1.0
BibleNLPBitextMining,train,eng_Latn-msm_Latn,,,,,,,0.8,,1.4,0.7,0.2,1.9
BibleNLPBitextMining,train,eng_Latn-msy_Latn,,,,,,,0.6,,0.1,1.0,0.8,0.9
BibleNLPBitextMining,train,eng_Latn-mti_Latn,,,,,,,2.3,,1.1,1.1,0.1,0.1
BibleNLPBitextMining,train,eng_Latn-mto_Latn,,,,,,,1.0,,1.6,0.2,0.4,1.4
BibleNLPBitextMining,train,eng_Latn-mux_Latn,,,,,,,1.4,,0.7,0.0,0.0,0.5
BibleNLPBitextMining,train,eng_Latn-muy_Latn,,,,,,,0.8,,0.7,1.4,0.5,0.7
BibleNLPBitextMining,train,eng_Latn-mva_Latn,,,,,,,1.3,,0.8,1.4,0.8,0.8
BibleNLPBitextMining,train,eng_Latn-mvn_Latn,,,,,,,0.6,,1.1,1.6,0.4,0.9
BibleNLPBitextMining,train,eng_Latn-mwc_Latn,,,,,,,10.5,,8.6,8.7,6.7,9.0
BibleNLPBitextMining,train,eng_Latn-mwe_Latn,,,,,,,0.4,,0.5,0.8,0.2,0.4
BibleNLPBitextMining,train,eng_Latn-mwf_Latn,,,,,,,5.8,,5.0,7.7,2.5,3.9
BibleNLPBitextMining,train,eng_Latn-mwp_Latn,,,,,,,0.4,,0.5,0.3,0.6,0.5
BibleNLPBitextMining,train,eng_Latn-mxb_Latn,,,,,,,1.7,,1.2,1.2,2.2,2.7
BibleNLPBitextMining,train,eng_Latn-mxp_Latn,,,,,,,0.8,,0.8,0.2,1.1,2.4
BibleNLPBitextMining,train,eng_Latn-mxq_Latn,,,,,,,0.7,,0.4,0.0,0.6,3.0
BibleNLPBitextMining,train,eng_Latn-mxt_Latn,,,,,,,1.4,,2.6,0.6,1.6,3.1
BibleNLPBitextMining,train,eng_Latn-mya_Latn,,,,,,,0.0,,0.2,0.1,25.4,28.9
BibleNLPBitextMining,train,eng_Latn-myk_Latn,,,,,,,0.4,,0.4,0.9,0.4,0.9
BibleNLPBitextMining,train,eng_Latn-myu_Latn,,,,,,,1.1,,1.1,1.1,1.1,1.0
BibleNLPBitextMining,train,eng_Latn-myw_Latn,,,,,,,0.8,,0.2,0.5,0.8,0.1
BibleNLPBitextMining,train,eng_Latn-myy_Latn,,,,,,,1.0,,1.3,0.7,1.4,1.7
BibleNLPBitextMining,train,eng_Latn-mzz_Latn,,,,,,,2.7,,1.8,3.4,1.7,2.4
BibleNLPBitextMining,train,eng_Latn-nab_Latn,,,,,,,0.1,,0.0,0.0,0.1,0.0
BibleNLPBitextMining,train,eng_Latn-naf_Latn,,,,,,,0.7,,1.1,1.0,0.2,0.4
